Label,Prediction Accuracy,Image Name
red_candy,0.9410461783409119,candy_r3_0.png
red_candy,0.9436013102531433,candy_r3_1.png
red_candy,0.8861181735992432,candy_r3_10.png
red_candy,0.8505961298942566,candy_r3_100.png
red_candy,0.8354488015174866,candy_r3_101.png
red_candy,0.8185009360313416,candy_r3_102.png
red_candy,0.8427795767784119,candy_r3_103.png
red_candy,0.8936676383018494,candy_r3_104.png
red_candy,0.8595848679542542,candy_r3_105.png
red_candy,0.8870313763618469,candy_r3_106.png
red_candy,0.8983983993530273,candy_r3_107.png
red_candy,0.9177361726760864,candy_r3_108.png
red_candy,0.9209686517715454,candy_r3_109.png
red_candy,0.8965520262718201,candy_r3_11.png
red_candy,0.9112163186073303,candy_r3_110.png
red_candy,0.9059337973594666,candy_r3_111.png
red_candy,0.923068642616272,candy_r3_112.png
red_candy,0.9208182096481323,candy_r3_113.png
red_candy,0.8886153697967529,candy_r3_114.png
red_candy,0.9102180600166321,candy_r3_115.png
red_candy,0.8854125142097473,candy_r3_116.png
red_candy,0.8850535154342651,candy_r3_117.png
red_candy,0.876638650894165,candy_r3_118.png
red_candy,0.9195336103439331,candy_r3_119.png
red_candy,0.8996318578720093,candy_r3_12.png
red_candy,0.9245157837867737,candy_r3_120.png
red_candy,0.8983132243156433,candy_r3_121.png
red_candy,0.9351624250411987,candy_r3_122.png
red_candy,0.9519493579864502,candy_r3_123.png
red_candy,0.9550155997276306,candy_r3_124.png
red_candy,0.9432436227798462,candy_r3_125.png
red_candy,0.9456661343574524,candy_r3_126.png
red_candy,0.9441891312599182,candy_r3_127.png
red_candy,0.9531108736991882,candy_r3_128.png
red_candy,0.9464187622070312,candy_r3_129.png
red_candy,0.8888184428215027,candy_r3_13.png
red_candy,0.9251253008842468,candy_r3_130.png
red_candy,0.9266018271446228,candy_r3_131.png
red_candy,0.9354210495948792,candy_r3_132.png
red_candy,0.9469050168991089,candy_r3_133.png
red_candy,0.953471839427948,candy_r3_134.png
red_candy,0.961151659488678,candy_r3_135.png
red_candy,0.9633286595344543,candy_r3_136.png
red_candy,0.9614924192428589,candy_r3_137.png
red_candy,0.954340934753418,candy_r3_138.png
red_candy,0.938397228717804,candy_r3_139.png
red_candy,0.8684384226799011,candy_r3_14.png
red_candy,0.9432347416877747,candy_r3_140.png
red_candy,0.9354374408721924,candy_r3_141.png
red_candy,0.9525921940803528,candy_r3_142.png
red_candy,0.9524021744728088,candy_r3_143.png
red_candy,0.9505071043968201,candy_r3_144.png
red_candy,0.9498230218887329,candy_r3_145.png
red_candy,0.9397438764572144,candy_r3_146.png
red_candy,0.9412291646003723,candy_r3_147.png
red_candy,0.9268844127655029,candy_r3_148.png
red_candy,0.9394357800483704,candy_r3_149.png
red_candy,0.8778340816497803,candy_r3_15.png
red_candy,0.9369153380393982,candy_r3_150.png
red_candy,0.9299519062042236,candy_r3_151.png
red_candy,0.9313634634017944,candy_r3_152.png
red_candy,0.9178298711776733,candy_r3_153.png
red_candy,0.9071211218833923,candy_r3_154.png
red_candy,0.8954340815544128,candy_r3_155.png
red_candy,0.8921781778335571,candy_r3_156.png
